"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RRM2",167.01530690629,0.0446441108446784,0.598482369857842,0.0745955321211596,0.940536529071361,0.991685109821831
"RRM2B",245.175292852318,0.290241589497141,0.285284418503925,1.01737624164409,0.308974479773192,0.848391950770032
"RRN3",750.180834970128,0.26644449433936,0.133908707570526,1.98974733737185,0.046618775258895,0.638959122255663
"RRN3P1",368.928650433471,0.069265299366335,0.365492048548225,0.189512465842867,0.849691185798015,0.982930037669864
"RRN3P2",577.242040583053,0.237590726945806,0.383105668249302,0.62017022100335,0.535145724803785,0.920428815563451
"RRN3P3",232.361423092161,0.166153919123779,0.274430055257707,0.605450882439791,0.544879451187184,0.921190401360532
"RRNAD1",108.606463840557,0.0799756943675983,0.389569087300423,0.205292711805759,0.837343437933457,0.979612802758163
"RRP1",177.288712268447,-0.0180208111055043,0.244561108267373,-0.0736863323574842,0.941259974420355,0.991685109821831
"RRP12",322.451464664213,-0.00428453166052769,0.276196097471081,-0.0155126437330502,0.987623197466812,0.998090808218456
"RRP15",179.364490731404,0.312731142282852,0.284204783787534,1.10037254867829,0.271169834070621,0.838370173508367
"RRP1B",278.286557708416,-0.0508419725519383,0.2002682305201,-0.253869385173578,0.799596467185042,0.970284987265606
"RRP36",121.690458291394,-0.0735810104800032,0.187822944202711,-0.391757305223528,0.695237544001634,0.951104585783121
"RRP7A",149.947826146892,0.408485732718414,0.301728223249235,1.35382009783352,0.175793780088047,0.788280349883988
"RRP7B",313.517905335375,-0.0385312047128331,0.229476859624069,-0.167908889706593,0.866654956449561,0.985404484055809
"RRP8",111.250886263238,-0.013731469570119,0.206879949747467,-0.0663740956379804,0.947079993399267,0.992269001479072
"RRP9",82.4437013854393,-0.565563264063538,0.29103349207571,-1.9432927118794,0.0519808015933578,0.647471427724735
"RRS1",50.4606704488539,-0.333274131153593,0.388892068512934,-0.856983616117407,0.39145393937012,0.88607049193451
"RSAD1",146.066001721194,0.678669329868178,0.445780099303837,1.5224307476445,0.127901185399969,0.748114167458675
"RSAD2",35.493792659944,0.179262150337433,0.447519256996129,0.400568573385398,0.688737787218589,0.950357950640912
"RSBN1",373.470264788739,0.234337888187808,0.202220070083523,1.1588260655385,0.246527090510376,0.824324958894071
"RSBN1L",519.273059440134,0.24804038960495,0.170134491649791,1.45790772464599,0.144865979156027,0.756358642714114
"RSC1A1",382.430845304998,0.502327991940985,0.161365620327893,3.11298026754559,0.00185208400316426,0.286489211402507
"RSF1",1845.40439568372,0.303654996939987,0.194337824819962,1.5625110408707,0.118167646932787,0.737224075427855
"RSL1D1",2020.25790543067,0.242286991576256,0.206134122601637,1.17538517407177,0.23984065224366,0.822931335578812
"RSL24D1",463.316676678099,0.476571061066685,0.234560321472158,2.03176333522912,0.0421776206431709,0.627199288790977
"RSPH1",29.8809331698124,-1.06971172758613,0.797140223715004,-1.34193670794936,0.179616518301728,0.789130982696184
"RSPH3",191.662362601498,-0.150656918879008,0.258136757219548,-0.583632182033157,0.559467803526834,0.924804591680071
"RSPH4A",45.2727740243896,0.658070562083887,0.433568686393383,1.51780002277842,0.129064819369512,0.748226830054788
"RSPO3",663.704674323629,0.42856496390872,0.585294720749143,0.732220791877606,0.464033815732428,0.901821308189074
"RSPRY1",569.675059958089,0.101479437969335,0.145555298273263,0.697188210756981,0.485685015875504,0.908013994572052
"RSRC1",252.081924447449,0.268900340692301,0.267395936032416,1.0056261313549,0.314595448847188,0.850365138064173
"RSRC2",1688.95914031505,0.0775159317867265,0.181703376458286,0.426606997061069,0.66966560046978,0.945798306761598
