,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
RP5-1039K5.12,13.428159,6.090947,3.462186,4.906714,8.872438,4.39835,4.499037,4.859302,10.466805,22.811157,9.545267,3.984473,2.987552,12.18295,4.215411,4.341601,3.49234,10.615449
RP5-1039K5.17,5.170594,0,1.151962,1.029403,2.2732,0,1.045458,0,0,0,2.283505,0.719081,0.757149,3.954122,0.553117,0,0,1.314013
RP5-1039K5.19,0.352315,0.221182,0.124742,0.243886,0.369704,0.17885,0.341254,0.15304,0.482573,0.492085,0.363666,0.13825,0.111895,0.541841,0.33926,0.231103,0.117552,0.330947
RP5-1041C10.3,2.258773,0.511364,1.132353,2.542334,1.947065,1.891025,0.612002,1.814242,0.703601,0,2.562763,0.619048,0.18818,1.291789,0.336608,1.298797,1.319709,0.547016
RP5-1042K10.14,3.541714,10.995515,0.68061,19.175419,6.11626,12.958414,20.557887,18.489968,12.949208,7.643738,9.600079,18.039602,7.547291,26.908652,3.225373,15.655909,7.556068,6.567017
RP5-1050D4.2,0.679367,1.469544,2.966406,2.287436,1.42212,2.479632,2.952467,0,1.721186,0,0,0.365963,0,0,1.182603,0.32131,0,0.747463
RP5-1052I5.2,1.666532,3.218456,2.312596,1.940031,2.226649,1.158857,3.067129,5.256246,0,2.113445,3.429664,0.492495,1.658428,3.865846,1.081369,1.188108,0.832744,2.025593
RP5-1054A22.4,0.952265,0.342626,0.508444,0,0.659051,0.346333,0.823823,0,1.206626,0.222922,0.575274,0,0,0.970278,0.273832,0,0.533939,0.781205
RP5-1056L3.3,0,19.364143,11.485873,45.203454,25.847255,23.7985,11.109808,17.011002,18.9081,9.379069,22.889608,23.03319,15.478822,18.250611,12.969109,36.509602,48.287093,27.066628
RP5-1057I20.4,0.389429,0.838248,0,0.390755,0.133269,0.281922,0.33471,0.552062,0.493788,0.178951,0.467256,0.101856,0,0.396722,0.221247,0.445457,0.433225,0.475341
RP5-1057I20.6,0,1.129807,0,0.702921,0,0,0,0.902617,0.441846,0,0.632716,0.279165,0.280095,0,0.602943,0,0.293698,0.28648
RP5-1059L7.1,0,0.708489,0.10795,0.145043,0,0.052299,0.310212,0.040834,0,0,0.043297,0.037589,0.526503,0,0,0.229839,0.040127,0
RP5-1063M23.2,1.925154,0.044402,0,0.124161,0.210999,0,0.053105,0.034944,0,0,0,0.064324,0.130534,0,0,0.056208,0,0.016748
RP5-1065J22.8,0,0.138921,0.064164,0,0.264078,0,0.276921,0.036446,0,0,0.077301,0.033546,0.068071,0.131676,0.07303,0,0.071638,0.017467
RP5-1068E13.7,0.257736,0,0,0.172264,0,0.372762,0.331778,0,0,0,0,0,0.06802,0.262555,0.073007,0.058701,0.071548,0.03489
RP5-1074L1.4,0.786624,0.563602,0.455623,0.394,0.714263,0.284125,1.011135,0.776302,1.164063,0.298674,0.392017,0.272203,0.310692,1.157448,0.555547,0.267597,0.14532,0.283454
RP5-1085F17.3,0.269192,0.514461,0.223723,0.299719,0.91747,0,0.46162,0.405233,0.834599,0.040949,0.214772,0.279859,0.472955,0.914071,0.507498,0.815323,0.348348,0.388272
RP5-1092A3.4,0.099196,0.071098,0.297299,0.265099,0.94698,0.071698,0.680566,0.16806,0.083874,0,0.118741,0.464333,0.156907,0.538931,0.224503,0.18038,0.220112,0.026834
RP5-1107A17.4,0.321781,0.115294,0.12014,0.053734,0,0.174382,0.275842,0.090789,0.068023,0,0,0.167173,0,0.054632,0.13644,0,0,0.0435
RP5-1112D6.7,0.14536,0.416958,0.219678,0.291527,0.496493,1.156603,0.249588,0.411263,0.491569,0.199737,0.696796,0,0.383852,0.987197,0.247227,0.596589,0.242225,0.393734
RP5-1112D6.8,1.692714,0.939679,0.983305,0.79108,0.834994,1.191777,2.355896,0.691382,1.252536,0.827832,2.023414,0.153545,0.423074,1.55187,0.573255,0.862405,0.843767,0.491456
RP5-1120P11.1,0,0,0.042506,0,0.820927,0,0.073139,0,0,0.03892,0,0.088667,0.089917,0.057936,0.048241,0.077493,0.094613,0
RP5-1125A11.7,0.109618,0,0.054316,0.146393,0.14924,0.11876,0.187826,0,0.139046,0,0.065537,0.056862,0.115411,0,0.061905,0.198738,0.060734,0
RP5-1126H10.2,0.163757,0.039001,0.189746,0.767686,0.29747,0.237072,0.375122,1.078557,0.138648,0.024764,0.423663,0.341829,0.376468,0.447174,0.216661,0.249084,0.06067,0.221897
RP5-1139B12.2,0.695329,0.099617,0.091737,0.40235,1.703423,0.234333,1.111774,0.679115,1.136818,0,0.166251,1.75445,0.268345,0.377763,0.994421,0.503968,1.132653,0.513364
RP5-1139B12.3,0,0,0,0.718758,1.92741,0.486049,0.230733,0.760226,1.59097,0,0.161037,1.120917,0.283843,0,1.066338,0.221469,0.149276,1.637864
RP5-1142A6.10,0.807101,0,0,0.179828,0.36741,0,0.808189,0.380407,0,0,0.241742,0.140223,0,0.36542,0.152452,0.061298,0.149392,0
RP5-1142A6.2,0,0.184792,0.059666,0.086132,0.136898,0.02906,0.552963,0.02267,0,0,0.385929,0.041715,0,0,0.022713,0.058701,0.364714,0.503212
RP5-1142A6.9,0,0.301512,0.893961,0.702647,0.648194,0.914234,0.180395,0.712835,0.622405,0.192155,2.203223,0.656567,0.277293,0.071417,0.416608,1.05216,0.350076,1.166533
RP5-1159O4.1,0.125268,0.359246,0.188616,0.502333,1.282598,0.181164,1.397433,0.212468,0.953204,0,0.525164,0.13051,0.132222,0.765663,0.425742,0.171144,0.278169,0.440854
RP5-1159O4.2,0.593607,0,0.238059,0.07934,0.324068,0,0.407446,0.134205,0.401512,0,0.142182,0.12364,0,0.403136,0.06723,0.054042,0.131791,0.096401
RP5-1165K10.2,2.423041,3.948607,3.523788,5.80664,5.347332,0,0.086306,3.001324,4.266092,0,8.670622,2.017087,0.69734,0,0.434536,3.462618,2.455255,1.213119
RP5-1171I10.5,0.242378,0.695064,0.425455,0.48595,1.240635,0,1.143831,3.767744,4.09855,0,0.072573,0.504916,0.511591,0.082303,0.343172,0.882799,0.470889,1.082524
RP5-1180D12.1,0.808015,1.57224,0.346983,1.465615,1.811513,0.66764,1.683521,0.456634,1.17116,1.108091,0.898494,0.300474,0.121795,1.332669,0.065357,0.420263,0.384379,0.71852
RP5-1198O20.4,0.637357,0.628909,0.491532,0.094887,7.2526,0.205282,0.458231,2.547986,0,0,0,0.073768,0.261917,0.650233,0.281011,0.124075,0.43313,0.115206
RP5-828H9.1,0.105732,3.623151,1.586213,0.681025,0,1.736084,0,4.781815,0,0,0,0.062575,0,1.585361,2.760115,1.145654,2.355085,0
RP5-832C2.5,0,0,0,0.182645,0.186372,0,0.078142,0.102898,0,0,0.109068,0.142129,0.096074,0,0.154639,0.331258,0.101088,0.665476
RP5-836N17.4,0,0.45438,0,0.424255,0.878132,0.459841,0.54739,0,0.532456,0,0,0,0.677828,0,0.36506,0.891615,0.355069,0
RP5-849H19.2,0,1.381836,0,0.644685,3.655194,1.746038,0.41534,0,0,0.899263,0,1.02208,0.256636,0.978266,0,0.22398,4.57635,2.231884
RP5-855D21.3,0,3.206962,0,0.59841,0.92448,1.944648,3.468558,0.766654,1.883068,0.833225,0.538225,0.236791,0.714086,2.119747,0,0.415029,0.499491,0.731392
RP5-857K21.4,0,0,9.49061,20.880549,4.000801,3.610804,7.160824,4.761199,10.963407,0.569976,4.166192,0,7.496745,12.960392,2.226135,2.176885,0.890003,1.743565
RP5-857K21.6,0.134639,0.097056,15.867306,0.091318,0.377079,0.411075,0.477909,0.392771,0.475194,0,0.415871,0.296444,0.516712,0.478263,0.077195,0.760886,0.231396,0.188733
RP5-858L17.1,0.712004,0.767572,0.184402,0.238642,0.980804,1.542645,0.307116,0.813102,0.601623,0,0.214423,0.188054,0,0.725415,0,0.988129,0,0.09701
RP5-864K19.4,3.275195,7.564853,6.252544,0,6.382879,0.283363,3.266217,1.951458,0.329631,0,1.314849,0.389469,1.451714,17.149175,1.787851,2.061105,0.814493,3.007732
RP5-864K19.6,0,0,10.548556,9.50363,0,8.107685,8.802473,2.136386,6.847854,10.775602,0,11.154862,5.457625,21.535512,0,1.357527,6.731187,2.057936
RP5-864K19.7,17.152678,23.050813,7.869094,5.54113,8.008178,10.221259,12.230659,2.194415,15.166103,28.067548,14.551347,5.228773,11.090165,18.144664,6.008797,5.911038,4.286625,0
RP5-867C24.1,0,1.010887,0.290844,1.131186,1.353339,1.224582,0.484892,1.92276,0.951685,0.130113,0.16925,0.296079,0.448242,0.191205,0.160537,1.166137,0.627902,0.459302
RP5-875O13.7,0,0,0.301655,2.200144,0.408811,0.324632,0,0,1.264643,0.753873,0,0.156074,0.790146,1.422265,0.084821,2.04704,1.163392,0.243139
RP5-881P19.7,0,0.051024,0.141558,0.095119,0.29103,0.308677,0.244122,0.120501,0.180645,0.129829,0.042591,0.073949,0.075017,0.04836,0.201214,0.096934,0.039472,0.115488
RP5-882C2.2,0.758462,0,0.108427,0.362002,0.295644,0.078328,0.092942,0.183643,0.458066,0.049507,0,0.225542,0.057149,0.220754,0.320747,0.147863,0.300612,0.246783
RP5-890E16.2,0,0.091866,0,0.042814,0.174629,0,0.109874,0,0.271064,0,0.191691,0.033274,0.135041,0.043538,0.072439,0,0,0.086628
RP5-894A10.2,1.486565,0.4271,1.694314,0.398293,0.612914,0.431203,0.256138,0.67733,0,0,0,0.469476,0,0.201931,0,0.958898,0,0.080881
RP5-894A10.6,0,0.675656,0.12052,0.787472,0.322623,1.193281,0.404882,0,0.397793,0.216849,0,0.123397,0.374048,1.118732,0.267846,0.86372,0.13104,0.383414
RP5-902P8.12,0,0.273355,0,1.359053,0.694042,1.010914,0.218123,0.862289,0.2149,1.511639,1.598457,0.463473,0.53661,0.51786,0.359969,0.173652,1.128902,2.133199
RP5-908M14.10,0,0.035614,0.073834,0.199168,0.033836,0,0.042587,0.028017,0.084083,0,0.059438,0,0.026166,0.16881,0.02807,0.112628,0.110163,0.02686
RP5-940J5.6,1.302529,0.186691,0,0.290036,0,0.125502,0,0.098027,0,0,0.31174,0.04513,0.274587,0.412801,0.196424,0.078886,0,0
RP5-961K14.1,3.253963,0.77843,0,0.290309,0.148602,0.471304,0,0.49251,0,0,0,0.227259,0.685292,0.14733,0.123362,0.994051,0.241478,0
RP5-965G21.3,0.134429,0.096318,0.300419,0.359112,0.228883,0.194226,0.345606,0.492791,0.170512,0.122513,0.241185,0.139567,0.283192,0.50211,0.113935,0.274414,0.223519,0.381487
RP5-966M1.6,2.029353,1.059878,0.411404,1.21363,4.229668,5.702918,0.310471,0.72561,3.668681,1.013177,9.36593,0.875362,0.59123,2.727014,0.649266,1.050483,1.243385,1.014029
RP5-972B16.2,0,25.544554,18.801905,4.600883,0,2.540414,0,4.073281,11.501058,0,6.862985,9.429736,0,7.753305,13.810449,9.895273,0,0
RP5-981L23.2,0,0,0,2.021869,0.803935,0.243098,0.865701,0,1.278024,0,0.50353,1.140446,0.355144,0.342237,1.239187,0.843893,2.240699,0.22764
RP5-991G20.1,0,0.349953,0.464082,0.425959,0.357451,0.135729,0.161191,0.317107,0.253922,0.409668,0.471028,0.311184,0.197457,0.101954,0.444785,0.373822,0.623543,0.344603
RP5-998N21.10,0,0,0.420078,5.860698,10.374256,0.774419,7.314721,0,2.506432,0,0,3.518574,1.076791,0,2.883231,3.615238,1.814963,15.092167
RP6-159A1.2,0,0,0.987736,0,0.825615,0,0.207206,0.136829,0,0,0,0.252657,0.382879,0.49068,0.404709,0.331645,0.670642,0.719491
RP6-159A1.4,0,0.332536,0,0.309985,0.474772,0.251529,0.099491,0.065538,0,0.159039,0,0.543381,0,0.236268,0.131324,0.158336,0.064361,0.470782
RP6-218J18.2,0.496804,0.089045,0.498594,0.166015,0.084774,0,0.106576,0.070216,0.735066,0,0,0.064695,0.196636,0,0.070349,0.169673,1.516847,0
RP9,22.980289,27.152579,28.143693,22.921316,24.356273,23.556737,16.866451,8.0657,25.28008,12.198406,14.788876,10.101846,15.959666,21.884465,16.26034,14.423013,16.846169,39.095501
RP9P,14.649245,12.796683,7.251689,2.543438,9.930961,7.71535,6.497246,11.684173,5.004529,15.29364,3.405406,4.660484,4.570508,16.287768,3.99422,5.344797,5.392555,15.717476
RPA1,15.206508,54.714599,47.534387,30.820844,64.471622,44.811275,16.441144,31.486132,44.820821,53.232317,21.989106,54.338537,41.60243,75.529014,53.219639,61.022144,37.306238,69.421635
RPA2,19.127357,16.183137,18.956938,15.253625,23.955814,18.799918,16.461105,12.394902,24.92021,19.789652,28.354975,16.413791,19.043659,36.604526,20.680638,15.843473,20.233335,25.04876
RPA3,16.372134,11.379994,15.615541,25.759624,10.265999,19.930044,6.953538,14.053395,29.107753,37.135696,26.131844,13.148604,22.73979,21.227671,18.017375,13.681307,18.928289,23.489705
RPA4,2.411182,2.365637,0.191137,1.696347,2.425604,2.936564,1.633541,2.583093,1.180237,8.359906,3.420278,0.793364,2.344246,1.292771,1.437774,2.254171,0.915897,1.511679
RPAIN,35.0578,33.675582,48.948392,45.39981,75.673237,56.20936,72.061767,29.022795,43.096624,52.241118,42.90863,29.398951,38.67886,75.108494,39.191731,43.421278,43.721646,50.781907
RPAP1,6.403251,10.263928,15.174596,13.537834,9.726332,12.448634,7.32538,3.016249,16.136897,19.251739,35.822937,12.763994,7.673262,7.44458,10.42773,6.3246,10.10981,6.892805
RPAP2,44.743151,40.964572,31.880857,37.457957,37.149486,35.100882,31.298287,29.398842,40.696118,29.021209,23.964759,11.153526,28.929391,36.618116,18.723001,30.093141,23.27936,27.78679
RPAP3,53.286471,29.687982,30.763129,26.772021,29.665454,26.158495,24.410654,30.41049,25.862583,31.225295,34.232242,14.177852,25.692564,45.874434,18.396999,21.451733,20.467043,21.423329
RPARP-AS1,3.170195,2.220462,1.567796,2.490309,4.074658,2.405094,2.324742,0.516327,5.06478,1.55137,0.704541,3.651187,0.982376,3.526715,1.373821,1.510052,2.038064,1.833587
RPE,95.769124,112.797201,99.215456,88.355671,89.309099,69.211479,68.123833,70.72571,103.058396,142.907478,94.156777,79.925203,91.204004,55.960786,83.180992,79.996454,96.050598,46.81392
RPE65,0,0.464512,0,0.048108,0.83412,0.20816,0,0.52821,0,0,0.215415,0.822861,0.075884,0,0.122125,0.228801,0,0.214174
RPEP3,8.492219,12.714942,1.85195,5.929675,8.041848,1.284196,10.378057,3.030344,6.577731,0,2.770444,2.242664,0.564871,12.016869,4.250616,6.546576,1.581673,8.388101
RPEP4,12.483497,13.465995,7.043694,5.862519,12.35377,4.233174,9.705997,8.337956,4.921821,4.851136,4.769224,1.985633,4.882615,12.153837,4.296307,6.37893,5.357207,13.40368
RPF1,21.658707,23.662392,31.17524,18.163436,20.502638,26.391579,17.416466,14.62193,14.132617,24.16815,27.820256,13.614045,14.893441,29.371753,16.439763,17.234808,14.974325,19.815737
RPF2,41.413255,34.167128,32.864632,21.207236,16.052919,18.764967,21.776397,14.256685,27.819225,81.015988,20.743297,12.742828,16.10444,19.831755,16.825774,20.722628,18.543269,29.056376
RPGR,123.579955,87.425335,56.966176,60.582308,66.625047,78.380059,66.710065,52.185594,36.876936,61.265762,37.333397,18.588241,23.673741,92.674483,43.24741,119.958681,53.501104,32.666872
RPGRIP1,5.852704,0.256178,0,0.474377,1.291766,0.645813,4.437616,3.109514,1.136225,0,0,1.44207,0.273601,1.474541,0.293534,3.35076,1.293396,0.103851
RPGRIP1L,50.411279,36.249149,32.780738,27.207109,47.792045,36.420095,35.486753,48.201564,23.677482,17.153381,34.42881,18.65787,19.611679,65.617768,32.455948,34.7935,17.864626,22.965303
RPH3AL,0.77223,0.627627,2.981098,3.259998,6.887087,5.796825,0.938416,5.486166,1.403856,5.399988,6.337163,17.071405,3.141529,1.199489,8.739159,5.374334,11.298415,12.641735
RPIA,1.259645,10.007194,9.815527,7.364493,7.589074,4.85627,4.411708,7.649121,8.697986,2.972997,13.82383,8.519906,8.746623,8.768434,12.356818,9.78644,8.037218,19.426037
RPL10,3713.058256,3373.726134,2753.183993,3551.285334,3704.324751,3775.693518,3595.095174,2186.829765,4089.27388,4622.76411,3630.838674,3456.577635,4865.294943,4219.071477,4073.982393,4148.285412,2703.845618,4104.05533
RPL10A,593.321909,488.356967,668.059631,641.614237,521.418069,754.896184,556.329075,304.697193,774.253526,470.066627,517.38171,634.486031,663.574029,736.133604,857.273114,716.740191,442.537921,508.84016
RPL10AP2,0,1.86215,1.933601,1.982986,1.271845,2.952375,0,0.84541,10.009151,13.416137,0,1.56458,3.333959,4.77682,1.477223,3.079107,2.690448,0.100953
RPL10AP6,0.371895,0.803138,1.377223,1.25007,1.542068,2.435471,0.320946,0.425921,2.517465,0.579289,0.44817,0.976465,2.790505,0.7601,2.135781,2.763238,0.208641,2.433284
RPL11,1839.687465,1929.53827,2347.153179,2008.25896,1988.887069,2230.189952,1722.92071,1396.371297,3246.078549,2232.857035,1860.148882,1794.416703,2825.635861,2511.123866,2624.28308,2490.931382,1461.608167,1611.200861
RPL12,1195.177748,1035.77213,1076.272946,1528.311194,1144.78042,1763.051508,654.718255,813.234121,1987.903696,1442.566053,905.782042,1279.621762,1149.509487,1346.524024,1650.685908,1440.693057,791.693973,1362.088354
RPL12P4,65.453475,51.123141,29.976793,69.710388,36.02737,112.672037,28.206616,18.497646,109.010819,70.090607,37.225213,44.857364,51.957441,77.221352,53.760683,61.045176,30.327271,37.165789
RPL13,116.675479,153.668932,348.78139,341.334818,276.097434,278.211381,137.480435,221.769951,361.505121,195.751832,260.81952,503.488882,280.219118,216.63243,651.512213,438.216421,265.628266,427.901128
RPL13A,1932.081449,2110.654826,3300.145384,3269.699895,3060.385384,3321.874445,2333.482152,2168.355888,3865.762619,3405.887259,2789.97338,3991.724769,3624.476297,2668.198515,4975.823486,3361.29795,2679.619685,3867.641597
RPL13AP20,4.502311,0,3.676601,3.570219,1.695721,1.487468,4.596313,0,0,0,0,2.386612,0,0,0.704297,1.520973,4.581517,0
RPL13AP25,0,16.646534,11.90043,9.272375,18.197043,18.248429,16.818226,12.157685,19.395456,8.494882,13.962046,11.797607,21.43702,19.014112,16.130367,10.738863,6.947463,8.300538
RPL13AP5,207.532344,201.902595,290.370908,320.458732,331.65566,348.0482,260.126217,227.101222,365.611424,248.251047,271.330302,395.949928,328.519996,274.581562,501.011178,392.594284,258.855424,385.027651
RPL13AP7,0,0,1.097449,2.587165,0.28819,0,5.452356,2.431212,0,0.191796,0,0.5181,1.377985,1.152946,0.964969,0.7757,0.974608,0.113684
RPL13P12,2.087607,3.106901,8.098872,6.416993,5.735872,8.752221,7.393229,4.695032,6.549027,7.345551,2.881111,11.110412,2.507423,4.99105,7.769384,7.063881,5.316888,9.462352
RPL14,1416.578323,1179.452933,1646.852401,1384.827474,974.512815,1370.132049,725.310276,468.578804,1610.083633,1379.470973,1428.075678,959.415696,1748.17761,1171.864624,1308.618392,1419.910776,716.034278,1255.555822
RPL14P1,102.682519,61.872979,162.852648,185.547384,98.868726,161.736927,130.971289,59.549761,241.140266,50.916691,104.650788,109.218855,206.082612,104.056279,165.583453,123.468402,76.408745,138.549608
RPL15,526.9741,545.56592,835.488957,609.656235,654.670332,804.636679,479.097942,507.342479,829.721925,632.424441,547.874365,624.833347,761.946369,679.312365,821.570855,729.869456,354.759038,602.022715
RPL15P3,12.728639,9.922313,17.186507,16.148225,16.38215,21.63237,19.13952,15.403035,32.953784,13.618646,25.126797,19.093772,22.91479,13.445552,24.633985,28.68643,8.413855,17.591743
RPL17,2239.191881,2086.170707,1866.089647,2472.173352,1865.207354,2624.954143,2243.53372,1457.714763,3440.43894,2340.817209,1994.788226,1859.002998,2604.468929,3141.6348,3034.758239,2628.530668,1331.489556,2179.43111
RPL17-C18orf32,82.648698,69.232959,33.679628,75.791355,50.723591,60.633574,40.426163,80.180418,53.73326,97.05488,68.815386,18.149989,61.90581,87.461624,31.056599,42.231493,53.291036,36.302099
RPL17P3,1.018799,2.566788,1.366186,3.421885,2.118121,0,2.205119,0.292816,0,0,0,0,0.545241,0,0.880189,0.238152,0.857673,0.139431
RPL17P50,15.36155,0,2.56477,2.901082,2.658323,4.190491,3.738062,7.441054,4.05516,0,9.571105,2.5552,5.389348,13.695726,1.380667,2.463775,2.153576,8.796249
RPL18,511.18475,453.545763,855.331247,724.594176,790.766596,742.399995,522.324765,408.679432,1042.146313,712.656109,680.837244,1411.860991,743.705724,590.654124,1280.535022,952.668443,644.343475,1065.378891
RPL18A,144.956606,206.055845,315.653787,345.994245,272.092365,309.859682,126.818131,217.269149,330.339369,262.726238,213.126714,412.981041,343.228706,181.957129,569.940909,384.981305,200.985743,289.957766
RPL18AP3,15.019844,14.550527,37.451689,53.276205,19.012699,26.578401,8.716915,29.55571,35.428715,14.656967,19.685081,38.125152,33.30034,24.761199,67.123133,39.403636,17.475566,24.150836
RPL19,1589.138583,1722.790122,2595.957826,3042.723208,1871.423383,2175.513108,1313.072582,1697.325594,2458.804914,2193.836471,1805.110516,2062.1759,4549.150057,1618.878791,2774.986832,2490.814546,1408.363576,2795.149019
RPL21,2926.4183,2663.451539,2756.896008,2867.43644,2041.35776,3505.850581,2289.637939,2036.250062,4083.678133,4230.014811,2860.42361,1781.037639,3899.074473,3468.668109,3110.204091,3244.723758,1638.013709,2935.681137
RPL21P10,6.238905,0,5.209237,3.050434,3.54576,0.826414,2.950291,1.961115,0.958083,0,5.494141,0.606988,0.304182,3.852625,3.275088,2.928406,0.956525,2.954592
RPL21P11,0,0,0,1.5609,1.613317,0.845785,4.026155,3.011631,0,0,4.920498,0.621564,2.179725,0,0.335297,0,1.958194,3.342689
RPL21P123,46.525219,59.33057,5.534445,17.257774,30.963022,10.207453,24.316586,19.387961,37.330255,43.620744,6.132879,3.779987,9.217465,42.668938,15.36177,15.132889,8.331358,15.399023
RPL21P134,3.304197,0,0.941772,2.34135,1.209422,0,0,0.669251,0.490147,6.437147,0,0,0,0,1.005211,0.27264,3.159944,0
RPL21P135,2.009473,0.618513,0.890627,0.384515,0.197184,0.208136,0.494505,0.980547,0.485207,0,0.690429,0,0,1.364795,0.491214,1.189552,0.640368,0.312281
RPL21P28,9.653032,17.466249,2.067065,3.46715,8.683089,10.213951,10.752059,5.781531,8.293036,0,8.633109,6.966334,13.637447,8.962812,5.253038,6.304351,6.081861,9.715694
RPL21P32,1.184212,0,0.641332,0.398208,0.82341,0.431562,0,0.341593,0.500085,0.837833,0.358701,0,0,1.608822,0.684533,1.113584,0.999294,0.487385
RPL21P44,35.535073,31.243796,1.95908,10.127939,15.920528,20.635935,9.928894,15.990671,19.838213,0.284247,11.3136,2.906724,5.174866,24.547467,12.190682,21.536456,3.389248,13.720317
RPL21P5,10.841209,6.075183,1.306053,2.025588,2.094806,1.317187,4.180587,1.390493,4.578049,0,4.014503,0.645939,0.323429,7.773364,3.483052,3.967242,1.355699,2.148965
RPL21P65,0,5.317769,1.669266,2.482378,3.424082,0.896837,1.067485,1.420571,2.596897,0,0,1.65011,1.321568,1.253241,1.42337,0.868777,0.692372,0.337702
RPL22,909.124799,699.954459,964.376186,712.321768,693.671579,876.16543,787.807574,593.974862,1052.185876,1040.505209,666.614961,516.11148,874.9859,1157.373015,884.691024,841.292618,484.0762,905.040438
RPL22L1,21.543673,20.737464,41.854861,18.602638,11.876411,17.101988,32.522456,16.348936,31.66288,21.899858,19.673427,13.378183,24.359105,33.711179,26.209565,22.021096,13.649144,21.583779
RPL23,1527.825152,1289.27768,1661.38283,1496.140347,1257.141349,1612.475228,1330.86663,1136.922898,1788.760198,1759.48513,1340.754787,927.817642,3320.320415,1793.325688,1597.922779,1539.191382,902.80689,1374.456466
RPL23A,3108.63172,2364.181225,3497.356828,2890.53335,3059.95342,4175.07337,2589.688743,2435.265609,4141.269906,3307.267912,2875.08825,3132.484899,4081.927116,3773.37292,4395.607824,4143.797201,2800.043205,2718.989291
RPL23AP1,0,11.757127,3.507808,1.980006,25.268376,2.202974,8.079684,3.488544,4.593832,0,0,10.080647,4.543971,14.079556,3.646777,8.277404,4.081355,3.031901
RPL23AP2,0,19.544745,15.476469,10.131068,3.716378,8.685323,19.268933,4.602138,7.994241,1.762719,0,6.093771,15.788079,14.57135,1.97402,8.138591,13.577294,5.484397
RPL23AP35,0,0,5.608385,5.153128,4.561403,1.595406,3.796596,3.468686,0,0,0.66282,1.170819,2.93507,0,0.631927,1.283567,1.538501,0
RPL23AP53,97.162053,101.17865,48.220207,22.312771,25.755894,47.875617,49.626919,64.192283,18.799337,37.080407,17.783758,18.855458,17.806607,36.667952,26.908312,73.139422,35.838555,74.012528
RPL23AP82,42.856058,43.629662,36.129156,33.058315,42.557245,56.796232,68.970329,84.919915,39.138034,0.088892,41.590573,57.436738,42.661526,40.113955,57.904509,58.259592,56.878757,74.59049
RPL23P2,8.03297,1.580574,2.399728,0.492152,8.170111,1.067201,1.270971,0.847635,0,17.710167,2.66307,1.578128,2.363583,11.41015,1.698776,3.812276,2.062208,0
RPL24,538.353151,563.375499,894.246328,832.357541,552.787492,859.424387,463.26267,555.359646,866.949836,859.676916,648.737973,601.305875,874.540087,638.44828,822.692877,802.690239,445.25813,870.650584
RPL24P2,0,0,0,1.20283,0,0.43453,0,0.34398,3.524397,0.281243,0,0.319551,0.320055,0,0,0.280367,4.024869,0.163587
RPL24P4,9.490621,5.268581,2.788198,7.381394,0.500116,2.667956,0.635485,5.509626,3.700477,0.677677,3.105478,3.550042,3.939273,2.974921,3.396529,0.693141,7.009975,0.603444
RPL24P8,22.714047,9.853658,4.876899,12.47264,12.905452,8.284572,1.556859,8.948568,14.145664,9.609724,0.724854,6.092976,6.102254,9.346908,7.260052,16.881712,9.088479,7.879332
RPL26,1702.910756,1436.822277,2040.92259,1784.083947,1567.098528,2783.051967,1068.583915,1497.999221,2089.595938,1930.71745,1445.01369,1329.863257,2195.676819,2142.136245,2021.616075,1972.066886,896.820551,1646.985974
RPL26L1,33.708703,19.480752,31.1865,29.404687,26.64509,22.442194,10.225371,30.773369,11.489336,3.429573,32.568452,22.753192,21.26641,28.701641,26.317808,11.060428,16.309881,16.324127
RPL26P19,53.590036,33.056715,11.540941,41.84546,28.611182,63.890494,34.269248,20.754613,30.807346,10.654591,26.965231,31.660745,42.446095,54.291208,33.013687,31.562748,12.64799,30.8497
RPL26P30,5.520553,7.961763,0.992087,3.037601,6.308007,1.826096,0,0.647495,4.07935,0,3.771176,1.11586,0,0.512838,1.075435,2.44857,0.211078,0.379717
RPL27,678.228057,721.07018,700.422151,711.931058,563.243844,711.423132,588.828898,465.943713,951.020871,690.702211,564.824084,668.400746,833.616579,664.487184,883.095042,714.393527,476.734649,589.514639
RPL27A,1316.093303,1613.795569,1524.783707,1550.361927,1147.70219,1528.058752,1177.256038,1208.218512,2180.350199,1705.374715,1187.35308,1343.057899,1970.524871,1293.19518,1885.671954,1423.360846,973.054379,1606.296325
RPL28,105.286328,118.870929,153.113222,198.986757,172.77824,167.602288,117.211387,107.457742,202.300294,153.022262,96.749119,303.17388,184.704357,116.113305,284.784042,152.744498,190.70565,135.625031
RPL29,128.411127,121.918933,257.49891,233.350408,227.223536,206.759583,107.662,161.24096,280.149085,189.582183,174.095981,245.43804,236.692298,209.323903,338.157821,313.162788,131.496905,160.89205
RPL29P11,1.690565,0.406883,1.521591,0.757663,0.784795,0,0.488511,2.922275,1.427878,0,0,5.441554,2.128203,1.531118,1.626734,0.264643,0.950273,3.244236
RPL29P14,2.838483,6.653692,1.940639,7.649089,5.453412,7.25607,6.789211,4.937385,10.18773,1.011066,9.483776,4.977898,4.207461,0.964096,7.421242,17.823573,12.816622,7.423111
